"SiteID","RegionCode","Region","Location","RawSite","Lat","Long","Habitat","Comments"
1566,"GOA","Gulf of Alaska","Shumagin Islands, Bendel Island","ALEU200627",55.06,-159.76,"Sand-Gravel",""
1567,"GOA","Gulf of Alaska","Shumagin Islands, Bendel Island","ALEU200628",55.06,-159.78,"Sand-Gravel",""
1568,"GOA","Gulf of Alaska","Shumagin Islands, Spectacle Island","ALEU200629",55.1,-159.73,"Sand-Gravel",""
1569,"GOA","Gulf of Alaska","Shumagin Islands, Nagai Island, Mist Harbor","ALEU200630",55.13,-159.86,"Sand-Gravel",""
1570,"GOA","Gulf of Alaska","Shumagin Islands, Nagai Island, Mist Harbor","ALEU200631",55.12,-159.84,"Gravel-Cobble",""
1571,"AI","Aleutian Islands","Igitkin Island","ALEU200632",51.98,-175.89,"Gravel-Cobble",""
1572,"AI","Aleutian Islands","Igitkin Island","ALEU200633",51.98,-175.88,"Sand-Gravel",""
1573,"AI","Aleutian Islands","Sergief Peninusla, Bechevin Bay","ALEU200634",52.03,-175.11,"Sand-Gravel",""
1574,"AI","Aleutian Islands","Great Sitkin Island","ALEU200635",52,-176.06,"Gravel-Cobble",""
1575,"AI","Aleutian Islands","Great Sitkin Island","ALEU200636",52,-176.06,"Sand-Gravel",""
1576,"AI","Aleutian Islands","Chugul Island","ALEU200637",51.92,-175.78,"Sand-Gravel",""
1577,"AI","Aleutian Islands","Great Sitkin Island","ALEU200638",51.99,-176.1,"Gravel-Cobble",""
1578,"AI","Aleutian Islands","Great Sitkin Island","ALEU200639",51.99,-176.09,"Sand-Gravel",""
1579,"AI","Aleutian Islands","Adak Island","ALEU200640",51.8,-176.74,"Sand-Gravel",""
1580,"AI","Aleutian Islands","Adak Island","ALEU200641",51.79,-176.78,"Gravel-Cobble",""
1582,"GOA","Gulf of Alaska","Barren Islands, Ushagat Island","Barrens",58.95,-152.14,"not reported",""
1583,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Baxter Flats","BF",59.48,-151.56,"Sand-Gravel",""
1585,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Barabara Point","BP",59.48,-151.64,"Sand-Gravel",""
1586,"GOA","Gulf of Alaska","Cook Inlet, Tuxedni Bay, Chisik Island","Bunkers",60.1,-152.59,"not reported",""
1587,"GOA","Gulf of Alaska","Cook Inlet, Tuxedni Bay, Chisik Island","Cannery",60.1,-152.58,"not reported",""
1588,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Cohen Island","CI",59.53,-151.47,"Gravel-Cobble",""
1589,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, China Poot","CP1",59.56,-151.34,"Sand-Gravel",""
1590,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, China Poot","CP2",59.57,-151.31,"Sand-Gravel",""
1591,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, China Poot","CP3",59.56,-151.33,"Sand-Gravel",""
1592,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, China Poot","CP4",59.56,-151.29,"Sand-Gravel",""
1593,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, China Poot","CP5",59.55,-151.36,"Sand-Gravel",""
1595,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Dangerous Cape","DC",59.42,-151.87,"Gravel-Cobble",""
1596,"AI","Aleutian Islands","Captains Bay, Amaknak Island","Dutch1",53.86,-166.55,"not reported",""
1597,"AI","Aleutian Islands","Captains Bay, Amaknak Island","Dutch2",53.87,-166.55,"not reported",""
1598,"AI","Aleutian Islands","Captains Bay, Amaknak Island","Dutch3",53.86,-166.55,"not reported",""
1599,"AI","Aleutian Islands","Captains Bay, Amaknak Island","Dutch4",53.87,-166.55,"not reported",""
1600,"AI","Aleutian Islands","Captains Bay, Unalaska Island","Dutch5",53.85,-166.55,"not reported",""
1601,"AI","Aleutian Islands","Dutch Harbor, Amaknak Island","Dutch6",53.91,-166.5,"not reported",""
1602,"AI","Aleutian Islands","Dutch Harbor, Amaknak Island","Dutch7",53.9,-166.5,"not reported",""
1603,"AI","Aleutian Islands","Dutch Harbor, Amaknak Island","Dutch8",53.89,-166.51,"not reported",""
1604,"AI","Aleutian Islands","Iliuliuk Harbor, Amaknak Island","Dutch9",53.88,-166.54,"not reported",""
1605,"AI","Aleutian Islands","Iliuliuk Bay, Unalaska Island","Dutch10",53.87,-166.53,"not reported",""
1606,"AI","Aleutian Islands","Captains Bay, Unalaska Island","Dutch11",53.82,-166.6,"not reported",""
1607,"GOA","Gulf of Alaska","Barren Islands, East Amatuli Island","EAI",58.91,-152,"not reported",""
1608,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Eldred Passage","EP",59.52,-151.44,"Sand-Gravel",""
1609,"GOA","Gulf of Alaska","Cook Inlet, Tuxedni Bay, Chisik Island, Fossil point","Fossil Point",60.16,-152.67,"not reported",""
1610,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Glacier Spit","GE",59.65,-151.19,"Sand-Gravel",""
1611,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA01",58.46,-135.99,"not reported",""
1612,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA02",58.45,-136.08,"not reported",""
1613,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA03",58.57,-136.2,"not reported",""
1614,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA04",58.66,-136.3,"not reported",""
1615,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA05",58.6,-135.87,"not reported",""
1616,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA06",58.64,-135.92,"not reported",""
1617,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA07",58.69,-135.97,"not reported",""
1618,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA08",58.78,-136.05,"not reported",""
1619,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA09",58.59,-136.48,"not reported",""
1620,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA10",58.59,-136.51,"not reported",""
1621,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA11",58.6,-136.52,"not reported",""
1622,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA12",58.95,-136.1,"not reported",""
1623,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA13",59.04,-136.16,"not reported",""
1624,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA14",59.07,-136.19,"not reported",""
1625,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA15",58.86,-136.11,"not reported",""
1626,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA16",58.82,-136.45,"not reported",""
1627,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA17",58.96,-136.56,"not reported",""
1628,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA18",58.98,-136.7,"not reported",""
1629,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA19",58.87,-136.5,"not reported",""
1630,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA20",58.87,-136.8,"not reported",""
1631,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA21",58.85,-136.8,"not reported",""
1632,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA22",58.84,-136.8,"not reported",""
1633,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA23",58.88,-136.89,"not reported",""
1634,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA24",58.96,-136.86,"not reported",""
1635,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA25",58.5,-136.02,"not reported",""
1636,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA26",58.34,-136.13,"not reported",""
1637,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA27",58.26,-135.83,"not reported",""
1638,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA28",58.35,-135.71,"not reported",""
1639,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA29",58.85,-136.81,"not reported",""
1640,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA30",58.86,-136.82,"not reported",""
1641,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA31",58.41,-136.5,"not reported",""
1642,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA32",58.44,-136.51,"not reported",""
1643,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA33",58.44,-136.52,"not reported",""
1644,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA34",58.37,-136.51,"not reported",""
1645,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA35",58.38,-136.41,"not reported",""
1646,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA36",58.36,-136.39,"not reported",""
1647,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA37",58.28,-136.67,"not reported",""
1648,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA38",58.27,-136.67,"not reported",""
1649,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA39",58.27,-136.68,"not reported",""
1650,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA40",58.65,-137.56,"not reported",""
1651,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA41",58.64,-137.51,"not reported",""
1652,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA42",58.64,-137.51,"not reported",""
1653,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA43",58.63,-137.54,"not reported",""
1654,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA44",58.62,-137.67,"not reported",""
1655,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA45",58.61,-137.65,"not reported",""
1656,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA46",58.64,-137.6,"not reported",""
1657,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA47",58.63,-137.59,"not reported",""
1658,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA48",58.86,-136.8,"not reported",""
1659,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA49",58.86,-136.8,"not reported",""
1660,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA50",58.88,-136.88,"not reported",""
1661,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA51",58.92,-136.98,"not reported",""
1662,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA52",58.85,-136.82,"not reported",""
1663,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA53",58.85,-136.82,"not reported",""
1664,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA54",58.84,-136.8,"not reported",""
1665,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA55",58.85,-136.8,"not reported",""
1666,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA56",58.85,-136.8,"not reported",""
1667,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA57",58.85,-136.8,"not reported",""
1668,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA58",58.85,-136.8,"not reported",""
1669,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA59",58.85,-136.8,"not reported",""
1671,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA61",58.46,-135.99,"not reported",""
1672,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA62",58.47,-135.99,"not reported",""
1673,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA63",58.5,-136.02,"not reported",""
1674,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA64",58.85,-136.1,"not reported",""
1675,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA65",58.84,-136.11,"not reported",""
1676,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA66",58.46,-135.9,"not reported",""
1677,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA67",58.46,-135.99,"not reported",""
1678,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA68",58.47,-135.99,"not reported",""
1679,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA69",58.47,-135.99,"not reported",""
1680,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA70",58.58,-136.19,"not reported",""
1681,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA71",58.5,-135.89,"not reported",""
1682,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA72",58.5,-135.93,"not reported",""
1683,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA73",58.56,-135.89,"not reported",""
1684,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA74",58.57,-135.92,"not reported",""
1685,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA75",58.62,-135.91,"not reported",""
1686,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA76",58.64,-136.37,"not reported",""
1687,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA77",59.02,-136.12,"not reported",""
1688,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA78",59.03,-136.15,"not reported",""
1689,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA79",58.95,-136.35,"not reported",""
1690,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA80",58.98,-136.41,"not reported",""
1691,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA81",58.83,-136.11,"not reported",""
1692,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA82",58.81,-136.08,"not reported",""
1693,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA83",58.94,-136.57,"not reported",""
1694,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA84",59,-136.71,"not reported",""
1695,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA85",58.85,-136.49,"not reported",""
1696,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA86",59.06,-137.04,"not reported",""
1697,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA87",59,-136.94,"not reported",""
1698,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA88",58.77,-136.56,"not reported",""
1699,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA89",58.82,-136.65,"not reported",""
1700,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA107",58.43,-136.06,"not reported",""
1701,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA108",58.38,-136.04,"not reported",""
1702,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA109",58.38,-135.91,"not reported",""
1703,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA110",58.37,-136.04,"not reported",""
1704,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA111",58.3,-136.09,"not reported",""
1705,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA112",58.18,-135.98,"not reported",""
1706,"GOA","Gulf of Alaska","Cook Inlet, Tuxedni Bay, Chisik Island","Green Hut",60.15,-152.63,"not reported",""
1707,"GOA","Gulf of Alaska","Cook Inlet, Tuxedni Bay, Chisik Island","green stilt house",60.15,-152.63,"not reported",""
1708,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Glacier Spit","GW",59.64,-151.2,"Sand-Gravel",""
1710,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Halibut Cove","HE",59.6,-151.18,"Sand-Gravel",""
1711,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Hesketh Island","HI",59.5,-151.51,"Sand-Gravel",""
1713,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Halibut Cove","HS",59.59,-151.15,"Gravel-Cobble",""
1714,"GOA","Gulf of Alaska","Kenai Peninsula, McCarty Fiord, McCarty Lagoon","KEFJ200701",59.54,-150.33,"not reported",""
1715,"GOA","Gulf of Alaska","Kenai Peninsula, McCarty Fiord, McCarty Lagoon","KEFJ200702",59.53,-150.34,"not reported",""
1716,"GOA","Gulf of Alaska","Kenai Peninsula, Harris Bay, Northwestern Lagoon","KEFJ200703",59.72,-149.95,"not reported",""
1717,"GOA","Gulf of Alaska","Kenai Peninsula, Aialik Bay","KEFJ200704",59.93,-149.67,"not reported",""
1718,"GOA","Gulf of Alaska","Kenai Peninsula, Aialik Bay","KEFJ200705",59.85,-149.74,"not reported",""
1719,"GOA","Gulf of Alaska","Kenai Peninsula, Aialik Bay, Coleman Bay","KEFJ200706",59.85,-149.65,"not reported",""
1720,"GOA","Gulf of Alaska","Kenai Peninsula, Harris Bay","KEFJ200707",59.76,-150.02,"not reported",""
1721,"GOA","Gulf of Alaska","Kenai Peninsula, Harris Bay","KEFJ200708",59.77,-149.94,"not reported",""
1722,"GOA","Gulf of Alaska","Kenai Peninsula, Aialik Bay","KEFJ200709",59.87,-149.73,"not reported",""
1723,"GOA","Gulf of Alaska","Kenai Peninsula, Harris Bay, Northwestern Lagoon","KEFJ200801",59.53,-150.34,"not reported",""
1724,"GOA","Gulf of Alaska","Kenai Peninsula, Aialik Bay","KEFJ200802",59.69,-149.73,"not reported",""
1725,"GOA","Gulf of Alaska","southeastern Alaska, Lynn Canal, Chilkoot Inlet, Taiyla Inlet","KLGO01",59.48,-135.36,"not reported",""
1726,"GOA","Gulf of Alaska","southeastern Alaska, Lynn Canal, Chilkoot Inlet, Taiyla Inlet","KLGO02",59.48,-135.34,"not reported",""
1727,"GOA","Gulf of Alaska","southeastern Alaska, Lynn Canal, Chilkoot Inlet, Taiyla Inlet","KLGO03",59.49,-135.35,"not reported",""
1729,"GOA","Gulf of Alaska","southeastern Alaska, Lynn Canal, Chilkoot Inlet, Taiyla Inlet","KLGO05",59.47,-135.34,"not reported",""
1730,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Homer Spit Lands End","LE",59.59,-151.41,"Sand-Gravel",""
1731,"GOA","Gulf of Alaska","Cook Inlet, Tuxedni Bay, Chisik Island","N. Point",60.18,-152.61,"not reported",""
1732,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Neptune Bay","NE",59.53,-151.39,"Sand-Gravel",""
1733,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Neptune Flats","NF",59.54,-151.4,"Sand-Gravel",""
1734,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Nubble Point","NP",59.48,-151.57,"Sand-Gravel",""
1735,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Neptune Bay","NW",59.54,-151.41,"Gravel-Cobble",""
1736,"GOA","Gulf of Alaska","Cook Inlet, Tuxedni Bay, Chisik Island","Old Camp",60.11,-152.58,"not reported",""
1737,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Peterson Bay","PB",59.57,-151.3,"Gravel-Cobble",""
1738,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Port Graham, Coal Cove","PC",59.39,-151.9,"Sand-Gravel",""
1742,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Port Graham","PE",59.37,-151.86,"Sand-Gravel",""
1743,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Point Naskowhak","PN",59.43,-151.8,"Sand-Gravel",""
1744,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Point Pogibishi","PP",59.43,-151.83,"Sand-Gravel",""
1745,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Port Graham","PW",59.34,-151.8,"Sand-Gravel",""
1746,"GOA","Gulf of Alaska","Prince William Sound, Naked Island, Cabin Bay","PWS201201",60.65,-147.44,"not reported",""
1747,"GOA","Gulf of Alaska","Prince William Sound, Glacier Island","PWS201202",60.85,-147.18,"not reported",""
1748,"GOA","Gulf of Alaska","Prince William Sound, Glacier Island, Chamberain Bay","PWS201203",60.86,-147.18,"not reported",""
1749,"GOA","Gulf of Alaska","Prince William Sound, Glacier Island, Chamberain Bay","PWS201204",60.87,-147.18,"not reported",""
1750,"GOA","Gulf of Alaska","Prince William Sound, Glacier Island, Chamberain Bay","PWS201205",60.88,-147.17,"not reported",""
1751,"GOA","Gulf of Alaska","Prince William Sound, Naked Island, McPherson Passage","PWS201206",60.68,-147.4,"not reported",""
1752,"GOA","Gulf of Alaska","Prince William Sound, Peak Island, McPherson Passage","PWS201207",60.69,-147.4,"not reported",""
1753,"GOA","Gulf of Alaska","Prince William Sound, Knight Island, Herring Bay","PWS201208",60.48,-147.71,"not reported",""
1754,"GOA","Gulf of Alaska","Prince William Sound, Nowell Point","PWS201209",60.43,-147.93,"not reported",""
1755,"GOA","Gulf of Alaska","Prince William Sound, Nowell Point","PWS201210",60.43,-147.93,"not reported",""
1756,"GOA","Gulf of Alaska","Prince William Sound, Eshamy Bay","PWS201211",60.49,-147.96,"not reported",""
1757,"GOA","Gulf of Alaska","Prince William Sound, Eshamy Bay","PWS201212",60.49,-147.96,"not reported",""
1758,"GOA","Gulf of Alaska","Prince William Sound, Applegate Island","PWS201213",60.62,-148.15,"not reported",""
1759,"GOA","Gulf of Alaska","Prince William Sound, Port Etches, Constantine Harbor","PWS201301",60.35,-146.62,"not reported",""
1760,"GOA","Gulf of Alaska","Prince William Sound, Montague Island, Zaikof Bay","PWS201302",60.28,-147.02,"not reported",""
1761,"GOA","Gulf of Alaska","Prince William Sound, Garden Cove, Qengnaswik Point","PWS201303",60.33,-146.54,"not reported",""
1762,"GOA","Gulf of Alaska","Prince William Sound, Port Gravina","PWS201304",60.73,-146.19,"not reported",""
1763,"GOA","Gulf of Alaska","Prince William Sound, Hawkins Island, Windy Bay","PWS201305",60.56,-145.96,"not reported",""
1764,"GOA","Gulf of Alaska","Prince William Sound, Port Fidalgo","PWS201306",60.82,-146.41,"not reported",""
1765,"GOA","Gulf of Alaska","Prince William Sound, Naked Island","PWS201307",60.68,-147.46,"not reported",""
1766,"GOA","Gulf of Alaska","Cook Inlet, Tuxedni Bay, Chisik Island","Sandy's",60.12,-152.66,"not reported",""
1767,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Seldovia Bay","SB",59.41,-151.71,"Sand-Gravel",""
1768,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Sadie Cove","SE",59.5,-151.37,"Sand-Gravel",""
1769,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, Sitka","Sitka01",57.04,-135.31,"not reported",""
1770,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, Sitka","Sitka02",57.03,-135.3,"not reported",""
1771,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, Sitka","Sitka03",57.04,-135.31,"not reported",""
1772,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, Sitka","Sitka04",57.04,-135.31,"not reported",""
1773,"GOA","Gulf of Alaska","Cook Inlet, Tuxedni Bay, Chisik Island, Snug Harbor","Snug Harbor",60.1,-152.57,"not reported",""
1774,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Seldovia Point","SP",59.46,-151.7,"Sand-Gravel",""
1775,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Sadie Cove","SS",59.48,-151.34,"Gravel-Cobble",""
1776,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Tutka Bay","ST",59.49,-151.47,"Gravel-Cobble",""
1777,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Seldovia Bay","SW",59.42,-151.74,"Sand-Gravel",""
1778,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Tutka Bay","TE",59.48,-151.45,"Gravel-Cobble",""
1779,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Tutka Bay","TN",59.46,-151.45,"Gravel-Cobble",""
1780,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Tutka Bay","TS",59.42,-151.33,"Gravel-Cobble",""
1781,"GOA","Gulf of Alaska","Barren Islands, West Amatuli Island","WAI",58.94,-152.04,"not reported",""
1782,"GOA","Gulf of Alaska","Cook Inlet, Tuxedni Bay, Chisik Island","Walkers",60.1,-152.61,"not reported",""
1784,"GOA","Gulf of Alaska","southeastern Alaska, Icy Bay","WRST02",60.02,-141.37,"not reported",""
1785,"GOA","Gulf of Alaska","southeastern Alaska, Icy Bay","WRST03",60.05,-141.31,"not reported",""
1786,"GOA","Gulf of Alaska","southeastern Alaska, Yakutat Bay, Redfield Cove","WRST04",59.59,-139.61,"not reported",""
1787,"GOA","Gulf of Alaska","southeastern Alaska, Yakutat Bay, Redfield Cove","WRST05",59.62,-139.65,"not reported",""
1788,"GOA","Gulf of Alaska","","WRST06",59.64,-139.57,"not reported",""
1789,"GOA","Gulf of Alaska","southeastern Alaska, Yakutat Bay, Kritoi Island","WRST07",59.67,-139.64,"not reported",""
1790,"GOA","Gulf of Alaska","southeastern Alaska, Yakutat Bay, Kriwoi Island","WRST08",59.63,-139.65,"not reported",""
1791,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Yukon Island","YI",59.51,-151.48,"Sand-Gravel",""
1793,"BS","Bering Sea","Norton Sound, Yukon River delta, Apoon","Apoon-1",63.4,-163.33,"Sand-Gravel","monitored site"
1794,"BS","Bering Sea","Norton Sound, Yukon River delta, Apoon","Apoon-2",63.48,-163.37,"Sand-Gravel","monitored site"
1795,"BS","Bering Sea","Norton Sound, Yukon River delta, Apoon","Apoon-3",63.61,-163.39,"Sand-Gravel","monitored site"
1797,"BS","Bering Sea","Norton Sound, Yukon River delta, Kawanak Channel","Kawanak-1",63.3,-164.99,"Sand-Gravel","monitored site"
1798,"BS","Bering Sea","Norton Sound, Yukon River delta, Kawanak Channel","Kawanak-2",63.34,-165.12,"Sand-Gravel","monitored site"
1799,"BS","Bering Sea","Norton Sound, Yukon River delta, Kawanak Channel","Kawanak-3",63.39,-165.2,"Sand-Gravel","monitored site"
1803,"BS","Bering Sea","Norton Sound, Yukon River delta, Kwiguk Pass","Kwiguk-1",62.81,-165.29,"Sand-Gravel","monitored site"
1804,"BS","Bering Sea","Norton Sound, Yukon River delta, Kwiguk Pass","Kwiguk-2",62.83,-165.37,"Sand-Gravel","monitored site"
1805,"BS","Bering Sea","Norton Sound, Yukon River delta, Kwiguk Pass","Kwiguk-3",62.86,-165.49,"Sand-Gravel","monitored site"
1810,"BS","Bering Sea","Norton Sound, Yukon River delta, Stuart Island","Stuart-2",63.56,-162.89,"Sand-Gravel","one-time site"
1811,"BS","Bering Sea","Norton Sound, Yukon River delta, Stuart Island","Stuart-3",63.67,-162.94,"Sand-Gravel","one-time site"
1812,"BS","Bering Sea","Norton Sound, Yukon River delta, Taku","Taku-1",62.48,-165.56,"Sand-Gravel","monitored site"
1813,"BS","Bering Sea","Norton Sound, Yukon River delta, Taku","Taku-2",62.51,-165.74,"Sand-Gravel","monitored site"
1814,"BS","Bering Sea","Norton Sound, Yukon River delta, Taku","Taku-3",62.53,-165.94,"Sand-Gravel","monitored site"
1815,"BS","Bering Sea","Norton Sound, Yukon River delta, Uwik Slough","Uwik-1",63.48,-164.09,"Sand-Gravel","monitored site"
